myadd píng 瓶
7174 yūn,yùn 煴
7178 biān 煸
717A tuì 煺
717D shān 煽
7184 xī 熄
718A xióng 熊
718F xūn,xùn 熏
7192 yíng 熒
7194 róng 熔
7197 qiàng 熗
7198 liū 熘
7199 xī 熙
719B biāo 熛
719C cōng 熜
719F shóu,shú 熟
71A0 yì 熠
71A5 tēng 熥
71A8 yù,yùn 熨
71AC āo,áo 熬
71AF hàn 熯
71B1 rè 熱
71B3 màn 熳
71B5 shāng 熵
71B9 xī 熹
71BA xī 熺
71BE chì 熾
71C1 yè 燁
71C2 tán 燂
71C3 rán 燃
71C4 yàn 燄
71C8 dēng 燈
71C9 dùn 燉
71CA shēn 燊
71CE liáo,liǎo 燎
71CF yù 燏
71D0 lín 燐
71D2 shāo 燒
71D4 fán 燔
71D5 yān,yàn 燕
71D9 tàng 燙
71DA yì 燚
71DF yíng 營
71E0 yù 燠
71E5 zào 燥
71E6 càn 燦
71E7 suì 燧
71EC huǐ 燬
71ED zhú 燭
71EE xiè 燮
71F4 huì 燴
71F9 xiǎn 燹
71FB xūn 燻
71FC jìn 燼
71FE dào,tāo 燾
71FF yào 燿
7206 bào 爆
7207 ruò 爇
720A āo 爊
720D shuò 爍
7210 lú 爐
7213 yàn 爓
7214 xī 爔
7215 xiè 爕
7217 yè 爗
721A yuè 爚
721B làn 爛
721D jué 爝
7228 cuàn 爨
722A zhǎo,zhuǎ 爪
722C pá 爬
722D zhēng 爭
7230 yuán 爰
7231 ài 爱
7232 wéi,wèi 爲
7235 jué 爵
7236 fǔ,fù 父
7237 yé 爷
7238 bà 爸
7239 diē 爹
723A yé 爺
723B yáo 爻
723D shuǎng 爽
723E ěr 爾
723F pán 爿
7240 chuáng 牀
7241 kē 牁
7242 zāng 牂
7246 qiáng 牆
7247 piān,piàn 片
7248 bǎn 版
724B jiān 牋
724C pái 牌
724D dú 牍
724E chuāng 牎
7250 zhá 牐
7252 dié 牒
7253 bǎng 牓
7255 chuāng 牕
7256 yǒu 牖
7258 dú 牘
7259 yá 牙
725A chēng,chèng 牚
725B niú 牛
725D pìn 牝
725F móu,mù 牟
7260 tā 牠
7261 mǔ 牡
7262 láo 牢
7263 rèn 牣
7264 māng 牤
7266 máo 牦
7267 mù 牧
7269 wù 物
726E jiàn 牮
726F gǔ 牯
7272 shēng 牲
7274 dǐ 牴
7275 qiān 牵
7278 zì 牸
7279 tè 特
727A xī 牺
727B máng 牻
727D qiān 牽
727E wǔ 牾
727F gù 牿
7280 xī 犀
7281 lí 犁
7282 lí 犂
7284 jī 犄
7287 bēn 犇
728A dú 犊
728B jù 犋
728D jiān,qián 犍
728F piān 犏
7292 kào 犒
7296 luò 犖
729B lí 犛
729F jiàng 犟
72A2 dú 犢
72A7 xī 犧
72A8 chōu 犨
72AC quǎn 犬
72AF fàn 犯
72B0 qiú 犰
72B4 àn 犴
72B6 zhuàng 状
72B7 guǎng 犷
72B9 yóu 犹
72C0 zhuàng 狀
72C1 yǔn 狁
72C2 kuáng 狂
72C3 niǔ 狃
72C4 dí 狄
72C8 bèi 狈
72C9 pī 狉
72CD páo 狍
72CE xiá 狎
72D0 hú 狐
72D2 fèi 狒
72D3 pí 狓
72D6 yòu 狖
72D7 gǒu 狗
72D9 jū 狙
72DD xiǎn 狝
72DE níng 狞
72E0 hěn 狠
72E1 jiǎo 狡
72E5 xùn 狥
72E9 shòu 狩
72EC dú 独
72ED xiá 狭
72EE shī 狮
72EF kuài 狯
72F0 zhēng 狰
72F1 yù 狱
72F2 sūn 狲
72F3 yú 狳
72F4 bì 狴
72F7 juàn 狷
72F8 lí 狸
72F9 xiá 狹
72FA yín 狺
72FB suān 狻
72FC láng 狼
72FE zhì 狾
7301 lì 猁
7303 xiǎn 猃
7304 jīng 猄
7307 xiāo 猇
730A ní 猊
730B biāo 猋
730E liè 猎
7315 mí 猕
7316 chāng 猖
7317 yī 猗
7318 zhì 猘
731B měng 猛
731C cāi 猜
731D cù 猝
731E shē 猞
7321 luó 猡
7322 hú 猢
7325 wěi 猥
7328 yuán 猨
7329 xīng 猩
732A zhū 猪
732B māo,máo 猫
732C wèi 猬
732E xiàn 献
7330 yà 猰
7331 náo 猱
7336 yóu 猶
7337 yóu 猷
7338 méi 猸
7339 chá 猹
733A yáo 猺
733B sūn 猻
733E huá 猾
733F yuán 猿
7343 dāi 獃
7344 yù 獄
7345 shī 獅
7349 zhēn 獉
734D jìng 獍
734F mò 獏
7350 zhāng 獐
7352 áo 獒
7355 cuī 獕
7357 jué 獗
7358 bì 獘
7360 liáo 獠
7367 juàn 獧
7368 dú 獨
736A kuài 獪
736B xiǎn 獫
736C xiè 獬
736D tǎ 獭
736E xiǎn 獮
736F xūn 獯
7370 níng 獰
7372 huò 獲
7374 měng 獴
7375 liè 獵
7377 guǎng 獷
7378 shòu 獸
737B xiàn 獻
737C mí 獼
737E huān 獾
7380 luó 玀
7381 xiǎn 玁
7384 xuán 玄
7385 miào 玅
7387 lǜ,shuài 率
7389 yù 玉
738B wáng,wàng 王
738D gǎ 玍
738E dīng 玎
738F lè 玏
7391 jī 玑
7393 dì 玓
7395 gān 玕
7396 jiǔ 玖
7399 yú 玙
739A chàng,yáng 玚
739B mǎ 玛
739E fū 玞
73A0 jiè 玠
73A1 yá 玡
73A2 bīn,fēn 玢
73A5 yuè 玥
73A6 jué 玦
73A9 wán 玩
73AB méi 玫
73AD pín 玭
73AE wěi 玮
73AF huán 环
73B0 xiàn 现
73B1 qiāng 玱
73B2 líng 玲
73B3 dài 玳
73B7 diàn 玷
73BA xǐ 玺
73BB bō 玻
73C0 pò 珀
73C2 kē 珂
73C5 shēn 珅
73C8 jiā 珈
73C9 mín 珉
73CA shān 珊
73CC bì 珌
73CD zhēn 珍
73CE zhēn 珎
73CF jué 珏
73D0 fà 珐
73D1 lóng 珑
73D3 jiào 珓
73D9 gǒng 珙
73DE luò 珞
73E0 zhū 珠
73E3 xún 珣
73E5 ěr 珥
73E7 yáo 珧
73E9 háng,héng 珩
73EA guī 珪
73ED bān 班
73EE pèi 珮
73F0 dāng 珰
73F2 huī,hún 珲
73F7 wǔ 珷
73FA jùn 珺
73FD tǐng 珽
7400 hán 琀
7403 qiú 球
7405 láng 琅
7406 lǐ 理
7407 xiù 琇
7409 liú 琉
740A yá 琊
740E jìn 琎
740F liǎn 琏
7410 suǒ 琐
7416 zhǎn 琖
741A jū 琚
741B chēn 琛
7422 zhuó,zuó 琢
7424 chēng 琤
7425 hǔ 琥
7426 qí 琦
7428 kūn 琨
742A qí 琪
742B běng 琫
742C wǎn 琬
742D lù 琭
742E cóng 琮
742F guǎn 琯
7430 yǎn 琰
7431 diāo 琱
7433 lín 琳
7434 qín 琴
7435 pí 琵
7436 pá 琶
7439 qín 琹
743A fà 琺
743C qióng 琼
7440 yǔ 瑀
7441 mào 瑁
7444 xuān 瑄
7447 dài 瑇
7449 mín 瑉
744A jiān 瑊
744B wěi 瑋
7451 zhuàn 瑑
7452 chàng,yáng 瑒
7455 xiá 瑕
7457 yuàn 瑗
7459 nǎo 瑙
745A hú 瑚
745B yīng 瑛
745C yú 瑜
745E ruì 瑞
745F sè 瑟
7460 liú 瑠
7462 róng 瑢
7468 jìn 瑨
7469 yíng 瑩
746D táng 瑭
746F láng 瑯
7470 guī 瑰
7471 zhèn 瑱
7472 qiāng 瑲
7476 yáo 瑶
7477 ài 瑷
747D cōng 瑽
747E jǐn 瑾
7480 cuǐ 璀
7481 cōng 璁
7483 lí 璃
7485 suǒ 璅
7486 qiú 璆
7487 xuán 璇
7488 áo 璈
748A mén 璊
748B zhāng 璋
748E yīng 璎
7490 lù 璐
7495 xún 璕
7498 lín 璘
749C huáng 璜
749E pú 璞
749F jǐng 璟
74A0 fán 璠
74A1 jìn 璡
74A3 jī 璣
74A6 ài 璦
74A7 bì 璧
74A8 càn 璨
74A9 qú 璩
74AA zǎo 璪
74AB dāng 璫
74B0 huán 環
74B5 yú 璵
74BA wèn 璺
74BD xǐ 璽
74BF xuán 璿
74C5 lì 瓅
74C8 lí 瓈
74CA qióng 瓊
74CC guī 瓌
74CF lóng 瓏
74D2 zàn 瓒
74D6 xiāng 瓖
74D8 guàn 瓘
74DB huán 瓛
74DC guā 瓜
74DE dié 瓞
74E0 hù 瓠
74E2 piáo 瓢
74E3 bàn 瓣
74E4 ráng 瓤
74E6 wǎ,wà 瓦
74E9 qiān 瓩
74EE wèng 瓮
74EF ōu 瓯
74F4 líng 瓴
74F7 cí 瓷
74FB chī 瓻
74FF bù 瓿
7501 píng 甁
7503 zhòu 甃
7504 zhēn 甄
7506 cí 甆
750C ōu 甌
750D méng 甍
750E zhuān 甎
750F bèng 甏
7511 zèng 甑
7513 pì 甓
7514 dān 甔
7515 wèng 甕
7516 yīng 甖
7517 yǎn 甗
7518 gān 甘
7519 dài 甙
751A shén,shèn 甚
751C tián 甜
751F shēng 生
7521 shēn 甡
7523 chǎn 産
7525 shēng 甥
7526 sū 甦
7528 yòng 用
7529 shuǎi 甩
752A lù 甪
752B fǔ 甫
752C yǒng 甬
752D béng 甭
752E fèng 甮
752F níng,nìng 甯
7530 tián 田
7531 yóu 由
7532 jiǎ 甲
7533 shēn 申
7535 diàn 电
7537 nán 男
7538 diàn 甸
753A dīng,tǐng 町
753B huà 画
753D zhèn 甽
753E zāi 甾
753F méng 甿
7540 bì 畀
7545 chàng 畅
7547 yún 畇
7548 fàn 畈
754A gēng 畊
754B tián 畋
754C jiè 界
754E quǎn 畎
754F wèi 畏
7551 tián 畑
7554 pàn 畔
7556 wā 畖
7559 liú 留
755A běn 畚
755B zhěn 畛
755C chù,xù 畜
755D mǔ 畝
7560 tián 畠
7562 bì 畢
7564 zhì 畤
7565 lüè 略
7566 qí 畦
7567 lüè 畧
756A fān,pān 番
756B huà 畫
756C shē,yú 畬
756F jùn 畯
7570 yì 異
7571 liú 畱
7572 shē 畲
7574 chóu 畴
7576 dāng,dàng 當
7578 jī 畸
7579 wǎn 畹
757F jī 畿
7583 tuǎn 疃
7586 jiāng 疆
7587 chóu 疇
758A dié 疊
758B pǐ,yǎ 疋
758C jié 疌
758D dàn 疍
758E shū 疎
758F shū 疏
7590 zhì 疐
7591 yí 疑
7594 dīng 疔
7596 jiē 疖
7597 liáo 疗
7599 gē 疙
759A jiù 疚
759D shàn 疝
759F nüè,yào 疟
75A0 lì 疠
75A1 yáng 疡
75A2 chèn 疢
75A3 yóu 疣
75A4 bā 疤
75A5 jiè 疥
75A7 qí 疧
75AB yì 疫
75AC lì 疬
75AD zòng 疭
75AE chuāng 疮
75AF fēng 疯
75B0 zhù 疰
75B1 pào 疱
75B2 pí 疲
75B3 gān 疳
75B4 kē 疴
75B5 cī 疵
75B8 da,dǎn 疸
75B9 zhěn 疹
75BC téng 疼
75BD jū 疽
75BE jí 疾
75BF fèi 疿
75C1 shān 痁
75C2 jiā 痂
75C3 xuán 痃
75C4 zhà 痄
75C5 bìng 病
75C7 zhēng,zhèng 症
75C8 yōng 痈
75C9 jìng 痉
75CA quán 痊
75CC tōng 痌
75CD yí 痍
75CE jiē 痎
75CF wěi 痏
75D2 yǎng 痒
75D4 zhì 痔
75D5 hén 痕
75D6 yǎ 痖
75D7 mèi 痗
75D8 dòu 痘
75D9 jìng 痙
75DB tòng 痛
75DE pǐ 痞
75E0 suān 痠
75E1 fū 痡
75E2 lì 痢
75E3 zhì 痣
75E4 cuó 痤
75E6 wù 痦
75E7 shā 痧
75E8 láo 痨
75EA huàn 痪
75EB xián 痫
75EF guǎn 痯
75F0 tán 痰
75F1 fèi 痱
75F2 má 痲
75F4 chī 痴
75F9 bì 痹
75FA bì 痺
75FC gù 痼
75FE ē 痾
75FF wěi 痿
7600 yū 瘀
7601 cuì 瘁
7602 yǎ 瘂
7603 zhú 瘃
7605 dān,dàn 瘅
7606 shèn 瘆
7608 chì,zhì 瘈
7609 yù 瘉
760A hóu 瘊
760C là 瘌
760D yáng 瘍
760F tú 瘏
7610 yǔ 瘐
7615 jiǎ 瘕
7616 yīn 瘖
7617 yì 瘗
7618 lòu 瘘
7619 sào 瘙
761B chì 瘛
761C xī 瘜
761D guān 瘝
761E yì 瘞
761F wēn 瘟
7620 jí 瘠
7621 chuāng 瘡
7622 bān 瘢
7624 liú 瘤
7625 chài,cuó 瘥
7626 shòu 瘦
7627 nüè,yào 瘧
7629 dá 瘩
762A biē,biě 瘪
762B tān 瘫
762D biāo 瘭
762E shèn 瘮
7630 luǒ 瘰
7632 zòng 瘲
7633 chōu 瘳
7634 zhàng 瘴
7635 zhài 瘵
7638 qué 瘸
763A lòu 瘺
763B lòu 瘻
763C mò 瘼
763E yǐn 瘾
763F yǐng 瘿
7640 huáng 癀
7642 liáo 療
7643 lóng 癃
7646 láo 癆
7647 xián 癇
7649 dān,dàn 癉
764C ái 癌
764D bān 癍
7652 yù 癒
7654 yì 癔
7656 pǐ 癖
7658 lì 癘
7659 shǔ 癙
765C diàn 癜
765E lài 癞
765F biē,biě 癟
7661 chī 癡
7662 yǎng 癢
7663 xuǎn 癣
7664 jiē 癤
7665 zhēng 癥
7667 lì 癧
766B diān 癫
766E yǐn 癮
766F qú 癯
7670 yōng 癰
7671 tān 癱
7678 guǐ 癸
767B dēng 登
767C fā 發
767D bái 白
767E bǎi 百
7681 zào 皁
7682 zào 皂
7683 mào 皃
7684 de,dí,dì 的
7686 jiē 皆
7687 huáng 皇
7688 guī 皈
768B gāo 皋
768E jiǎo 皎
7691 ái 皑
7693 hào 皓
7695 bì 皕
7696 wǎn 皖
7699 xī 皙
769A ái 皚
769C hào 皜
769D huàng 皝
769E hào 皞
76A4 pó 皤
76AD jiào 皭
76AE pí 皮
76B0 pào 皰
76B1 zhòu 皱
76B2 jūn 皲
76B4 cūn 皴
76BA zhòu 皺
76BB zhā 皻
76BF mǐn 皿
76C2 yú 盂
76C3 bēi 盃
76C5 zhōng 盅
76C6 pén 盆
76C7 hé 盇
76C8 yíng 盈
76C9 hé 盉
76CA yì 益
76CB bō 盋
76CC wǎn 盌
76CD hé 盍
76CE àng 盎
76CF zhǎn 盏
76D0 yán 盐
76D1 jiān,jiàn 监
76D2 hé 盒
76D4 kuī 盔
76D6 gài,gě 盖
76D7 dào 盗
76D8 pán 盘
76DB chéng,shèng 盛
76DE zhǎn 盞
76DF méng,míng 盟
76E1 jìn 盡
76E3 jiān,jiàn 監
76E4 pán 盤
76E5 guàn 盥
76E6 ān 盦
76E7 lú 盧
76E8 xǔ 盨
76E9 zhōu 盩
76EA dàng 盪
76EC gǔ 盬
76ED lì 盭
76EE mù 目
76EF dīng 盯
76F1 xū 盱
76F2 máng 盲
76F4 zhí 直
76F8 xiāng,xiàng 相
76F9 dǔn 盹
76FB xì 盻
76FC pàn 盼
76FE dùn 盾
7701 shěng,xǐng 省
7704 miǎn,miàn 眄
7707 miǎo 眇
7708 dān 眈
7709 méi 眉
770A mào 眊
770B kān,kàn 看
770D kōu 眍
7718 shèn 眘
7719 yí 眙
771A shěng 眚
771F zhēn 真
7720 mián 眠
7722 yuān 眢
7725 zì 眥
7726 zì 眦
7728 zhǎ 眨
7729 xuàn 眩
772C lóng 眬
772D suī 眭
772F mī,mǐ 眯
7735 chī 眵
7736 kuàng 眶
7737 juàn 眷
7738 móu 眸
773A tiào 眺
773C yǎn 眼
773D mò 眽
7740 zhāo,zháo,zhe,zhuó 着
7741 zhēng 睁
7743 suō 睃
7745 hàn 睅
7746 huàn 睆
7747 dì 睇
774A juàn 睊
774E xī 睎
774F kùn 睏
7750 lài 睐
7751 jiǎn 睑
7752 shǎn 睒
7756 lèng 睖
775A yá 睚
775B jīng 睛
775E lài 睞
7760 juàn 睠
7761 shuì 睡
7762 suī 睢
7763 dū 督
7765 pì 睥
7766 mù 睦
7768 nì 睨
7769 lù 睩
776B jié 睫
776C cǎi 睬
7779 dǔ 睹
777D kuí 睽
777E gāo 睾
777F ruì 睿
7780 mào 瞀
7784 miáo 瞄
7785 chǒu 瞅
7787 mī,mǐ 瞇
778B chēn 瞋
778C kē 瞌
778D sǒu 瞍
778E xiā 瞎
7791 míng 瞑
7792 mán 瞒
7796 yì 瞖
7798 kōu 瞘
779C lōu 瞜
779E mán 瞞
779F piǎo 瞟
77A0 chēng 瞠
77A2 méng 瞢
77A4 rún 瞤
77A5 piē 瞥
77A7 qiáo 瞧
77A9 zhǔ 瞩
77AA dèng 瞪
77AB shěn 瞫
77AC shùn 瞬
77AD liǎo,liào 瞭
77B0 kàn 瞰
77B3 tóng 瞳
77B5 lín 瞵
77B7 jiàn 瞷
77BB zhān 瞻
77BC jiǎn 瞼
77BD gǔ 瞽
77BF jù,qú 瞿
77C7 méng,mēng 矇
77CD jué 矍
77D1 lú 矑
77D3 lóng 矓
77D7 chù 矗
77D9 kàn 矙
77DA zhǔ 矚
77DB máo 矛
77DC guān,jīn,qín 矜
77DE yù 矞
77DF shuò 矟
77E2 shǐ 矢
77E3 yǐ 矣
77E5 zhī 知
77E7 shěn 矧
77E9 jǔ 矩
77EB jiáo,jiǎo 矫
77EC cuó 矬
77ED duǎn 短
77EE ǎi 矮
77EF jiáo,jiǎo 矯
77F0 zēng 矰
77F1 yuē 矱
77F3 dàn,shí 石
77F4 dìng 矴
77F6 jī 矶
77F8 gān 矸
77FB kū 矻
77FC gāng 矼
77FD xì 矽
77FE fán 矾
77FF kuàng 矿
7800 dàng 砀
7801 mǎ 码
7802 shā 砂
7804 jué 砄
7806 fū 砆
7809 huò,xū 砉
780C qì,qiè 砌
780D kǎn 砍
7811 yà 砑
7812 pī 砒
7814 yán,yàn 研
7816 zhuān 砖
7817 chē 砗
7818 dùn 砘
781A yàn 砚
781C fēng 砜
781D fá 砝
781F zhǎ 砟
7822 kē 砢
7823 tuó 砣
7825 dǐ 砥
7826 zhài 砦
7827 zhēn 砧
7829 fú 砩
782B zhù 砫
782C lá 砬
782D biān 砭
782E nǔ 砮
7830 pēng 砰
7832 pào 砲
7834 pò 破
7835 bō 砵
7837 shēn 砷
7838 zá 砸
7839 ài 砹
783A lì 砺
783B lóng 砻
783C tóng 砼
783E lì 砾
7840 chǔ 础
7841 kēng 硁
7843 zhū 硃
7845 guī 硅
7847 náo 硇
784B ài 硋
784C gè,luò 硌
784E xíng 硎
784F yán,yàn 硏
7850 dòng,liú 硐
7852 xī 硒
7855 shuò 硕
7856 xiá 硖
7857 qiāo 硗
7859 wéi,wèi 硙
785A qiáo 硚
785C kēng 硜
785D xiāo 硝
7860 láng 硠
7864 xiá 硤
786A wò 硪
786B liú 硫
786C yìng 硬
786D máng 硭
786E què 确
7876 chěn 硶
7877 jiǎn 硷
787C péng 硼
7881 qí 碁
7887 dìng 碇
7889 diāo 碉
788C liù,lù 碌
788D ài 碍
788E suì 碎
788F què 碏
7891 bēi 碑
7893 duì 碓
7894 wǔ 碔
7895 qí 碕
7897 wǎn 碗
7898 diǎn 碘
789A bèi 碚
789B qì 碛
789C chěn 碜
789F dié 碟
78A1 dú 碡
78A3 jié 碣
78A5 biǎn 碥
78A7 bì 碧
78A8 wèi 碨
78AA zhēn 碪
78AB duàn 碫
78AD dàng 碭
78B0 pèng 碰
78B1 jiǎn 碱
78B2 dì 碲
78B3 tàn 碳
78B4 chā,chá 碴
78B6 qì 碶
78B9 xuàn 碹
78BA què 確
78BB què 碻
78BE niǎn 碾
78C1 cí 磁
78C5 bàng,páng 磅
78C9 sǎng 磉
78CA lěi 磊
78CB cuō 磋
78CE xī 磎
78CF lián,qiān 磏
78D0 pán 磐
78D1 wéi 磑
78D4 zhé 磔
78D5 kē 磕
78D6 lá 磖
78D9 gǔn 磙
78DA zhuān 磚
78DC qì 磜
78DF liù 磟
78E1 kàn 磡
78E3 chěn 磣
78E8 mó,mò 磨
78EC qìng 磬
78EF jī 磯
78F2 qú 磲
78F4 dèng 磴
78F7 lín 磷
78F9 tán 磹
78FA huáng 磺
78FB pán 磻
78FD qiāo 磽
78FE dī 磾
7901 jiāo 礁
7903 zhǎng 礃
7904 qiáo 礄
7905 dūn 礅
7906 jiǎn 礆
790C léi 礌
790E chǔ 礎
7913 jiāng 礓
7919 ài 礙
791E méng 礞
7924 cǎ 礤
7926 kuàng 礦
7927 léi 礧
7929 zhì 礩
792A lì 礪
792B lì 礫
792C fán 礬
792E pào 礮
7931 lóng 礱
7933 mò 礳
7934 bó 礴
7935 shuāng 礵
793A shì 示
793C lǐ 礼
793D réng 礽
793E shè 社
7940 sì 祀
7941 qí 祁
7943 mà 祃
7946 xiān 祆
7947 qí,zhǐ 祇
7948 qí 祈
7949 zhǐ 祉
794A bēng 祊
794E yī 祎
794F shí 祏
7950 yòu 祐
7953 fú 祓
7954 fù 祔
7955 bì,mì 祕
7956 zǔ 祖
7957 zhī 祗
7958 suàn 祘
795A zuò 祚
795B qū 祛
795C hù 祜
795D zhù 祝
795E shén 神
795F suì 祟
7960 cí 祠
7962 mí,nǐ 祢
7965 xiáng 祥
7967 tiāo 祧
7968 piào 票
796B xiá 祫
796D jì,zhài 祭
796F zhēn 祯
7972 jìn 祲
7977 dǎo 祷
7978 huò 祸
797A qí 祺
797C guàn 祼
797E líng 祾
7981 jīn,jìn 禁
7984 lù 禄
7985 chán,shàn 禅
798A xì 禊
798B yīn 禋
798D huò 禍
798F fú 福
7995 yī 禕
7996 méi 禖
7998 dì 禘
799A zhuó 禚
799B zhēn 禛
79A4 xuān 禤
79A6 yù 禦
79A7 xǐ 禧
79A8 jī 禨
79A9 sì 禩
79AA chán,shàn 禪
79AB dàn 禫
79AE lǐ 禮
79B0 mí,nǐ 禰
79B1 dǎo 禱
79B3 ráng 禳
79B9 yǔ 禹
79BA yú 禺
79BB lí 离
79BC xiè 禼
79BD qín 禽
79BE hé 禾
79C0 xiù 秀
79C1 sī 私
79C3 tū 秃
79C6 gǎn 秆
79C8 xiān 秈
79C9 bǐng 秉
79CA nián 秊
79CB qiū 秋
79CC qiū 秌
79CD chóng,zhǒng,zhòng 种
79D1 kē 科
79D2 miǎo 秒
79D4 jīng 秔
79D5 bǐ 秕
79D8 bì,mì 秘
79DF zū 租
79E3 mò 秣
79E4 chèng 秤
79E6 qín 秦
79E7 yāng 秧
79E9 zhì 秩
79EB shú 秫
79ED zǐ 秭
79EF jī 积
79F0 chèn,chēng,chèng 称
79F8 jiē 秸
79FB yí 移
79FD huì 秽
79FE nóng 秾
7A00 xī 稀
7A02 láng 稂
7A03 fū 稃
7A06 lǚ 稆
7A08 gǎn 稈
7A09 jīng 稉
7A0B chéng 程
7A0D shāo,shào 稍
7A0E shuì 税
7A14 rěn 稔
7A16 bàng 稖
7A17 bài 稗
7A19 zhī 稙
7A1A zhì 稚
7A1C léng,líng 稜
7A1E kē 稞
7A1F bǐng 稟
7A20 chóu 稠
7A23 sū 稣
7A28 biǎn 稨
7A2C nuò 稬
7A2D jiē 稭
7A2E zhǒng,zhòng 種
7A31 chēng,chèng,chèn 稱
7A33 wěn 稳
7A37 jì 稷
7A39 zhěn 稹
7A3B dào 稻
7A3C jià 稼
7A3D jī,qǐ 稽
7A3E gǎo 稾
7A3F gǎo 稿
7A40 gǔ 穀
7A44 jì 穄
7A45 kāng 穅
7A46 mù 穆
7A47 cǎn 穇
7A48 méi 穈
7A49 zhì 穉
7A4A jì 穊
7A4D jī 積
7A50 qiū 穐
7A51 sè 穑
7A57 suì 穗
7A5C zhǒng,zhòng 穜
7A5F suì 穟
7A60 nóng 穠
7A61 sè 穡
7A62 huì 穢
7A64 nuò 穤
7A68 tuí 穨
7A69 wěn 穩
7A6B huò 穫
7A6D lǚ 穭
7A6E biāo 穮
7A70 ráng 穰
7A74 xué 穴
7A75 wā 穵
7A76 jiū 究
7A77 qióng 穷
7A78 xī 穸
7A79 qióng 穹
7A7A kōng,kòng 空
7A7D jǐng 穽
7A7F chuān 穿
7A80 zhūn 窀
7A81 tū 突
7A83 qiè 窃
7A84 zhǎi 窄
7A85 yǎo 窅
7A86 biǎn 窆
7A88 yǎo 窈
7A8A wā 窊
7A8D qiào 窍
7A8E diào 窎
7A91 yáo 窑
7A92 zhì 窒
7A93 chuāng 窓
7A95 tiǎo 窕
7A96 jiào 窖
7A97 chuāng 窗
7A98 jiǒng 窘
7A9C cuàn 窜
7A9D wō 窝
7A9F kū 窟
7AA0 kē 窠
7AA3 sū 窣
7AA5 kuī 窥
7AA6 dòu 窦
7AA8 xūn,yìn 窨
7AA9 wō 窩
7AAA wā 窪
7AAC yú 窬
7AAD jù 窭
7AAE qióng 窮
7AAF yáo 窯
7AB0 yáo 窰
7AB3 yǔ 窳
7AB6 jù 窶
7AB8 xī 窸
7ABB chuāng 窻
7ABE kuǎn 窾
7ABF lóng 窿
7AC4 cuàn 竄
7AC5 qiào 竅
7AC7 dòu 竇
7AC8 zào 竈
7ACA qiè 竊
7ACB lì 立
7AD1 hóng 竑
7AD6 shù 竖
7AD9 zhàn 站
7ADA zhù 竚
7ADD bìng 竝
7ADE jìng 竞
7ADF jìng 竟
7AE0 zhāng 章
7AE2 sì 竢
7AE3 jùn 竣
7AE5 tóng 童
7AE6 sǒng 竦
7AEA shù 竪
7AED jié 竭
7AEF duān 端
7AF6 jìng 競
7AF9 zhú 竹
7AFA zhú 竺
7AFD yú 竽
7AFE chí 竾
7AFF gān 竿
7B03 dǔ 笃
7B04 jī 笄
7B06 bā 笆
7B08 jí 笈
7B0A zhào 笊
7B0B sǔn 笋
7B0F hù 笏
7B11 xiào 笑
7B13 bì 笓
7B14 bǐ 笔
7B15 jiǎn 笕
7B19 shēng 笙
7B1B dí 笛
7B1E chī 笞
7B20 lì 笠
7B22 mǐn 笢
7B24 tiáo 笤
7B25 sì 笥
7B26 fú 符
7B28 bèn 笨
7B2A dá 笪
7B2B zǐ 笫
7B2C dì 第
7B2D líng 笭
7B2E zé,zuó 笮
7B31 gǒu 笱
7B33 jiā 笳
7B34 gǎn 笴
7B38 pǒ 笸
7B3A jiān 笺
7B3C lóng,lǒng 笼
7B3E biān 笾
7B45 xiǎn 筅
7B46 bǐ 筆
7B47 qióng 筇
7B48 kuò 筈
7B49 děng 等
7B4A xiáo 筊
7B4B jīn 筋
7B4C quán 筌
7B4D sǔn 筍
7B4F fá 筏
7B50 kuāng 筐
7B51 zhú,zhù 筑
7B52 tǒng 筒
7B54 dā,dá 答
7B56 cè 策
7B58 kòu 筘
7B5A bì 筚
7B5B shāi 筛
7B5C dāng 筜
7B5D zhēng 筝
7B5E cè 筞
7B60 jūn,yún 筠
7B62 pá 筢
7B65 jǔ 筥
7B66 guǎn 筦
7B69 tóng 筩
7B6D suàn 筭
7B6E shì 筮
7B6F zhù 筯
7B70 zuó 筰
7B71 xiǎo 筱
7B72 shāo 筲
7B74 cè,jiá,jiā 筴
7B75 yán 筵
7B77 kuài 筷
7B79 chóu 筹
7B7B gàng 筻
7B7C yún 筼
7B7E qiān 签
7B80 jiǎn 简
7B85 bì 箅
7B87 gè 箇
7B8B jiān 箋
7B8D gū 箍
7B8E chí 箎
7B90 qìng 箐
7B91 shà 箑
7B92 zhǒu 箒
7B93 lù 箓
7B94 bó 箔
7B95 jī 箕
7B97 suàn 算
7B99 fú 箙
7B9C kōng 箜
7B9D qián 箝
7BA0 chuí 箠
7BA1 guǎn 管
7BA2 yuān 箢
7BA7 qiè 箧
7BA8 tuò 箨
7BA9 luó 箩
7BAA dān 箪
7BAB xiāo 箫
7BAC ruò 箬
7BAD jiàn 箭
7BB1 xiāng 箱
7BB2 xiǎn 箲
7BB4 zhēn 箴
7BB5 xīng 箵
7BB7 yí 箷
7BB8 zhù 箸
7BC0 jiē,jié 節
7BC4 fàn 範
7BC5 chuán 篅
7BC6 zhuàn 篆
7BC7 piān 篇
7BC9 zhú 築
7BCA huáng 篊
7BCB qiè 篋
7BCC hóu 篌
